User_Id,Timestamp,User_Reputation,User_Experience,User_Activity,University_Area,Violation_Type,Road_Type,Road_Accident,Speed_Limit,Internet_Connection,Internet_Signal_Strength,Battery_Percentage,Accelerometer_Range,Accelerometer_Resolution,Latitude,Longitude
User_61,2025-07-17 20:33:28,0.546,0.4757,Running,Zep,Driving_Under_Influence,1way,0.0,30,3G,-108,51.0,23.0,0.0083216170912578,40.279538150595535,21.753313037755483
User_92,2025-07-17 21:36:59,0.694,0.5712,Walking,Zep,Driving_Under_Influence,2way,1.0,70,4G,-86,84.0,0.0,0.001781144188024,42.711138,21.754391486248995
User_27,2025-07-17 22:24:32,0.535,0.6461,Walking,Ligeris,Speeding,2way,0.0,20,5G,-81,11.0,-4.0,0.033,40.30568319158094,21.809328117065576
User_38,2025-07-17 22:32:16,0.306,0.7011,Swimming,Ligeris,Driving_Under_Influence,4way,0.0,30,4G,-119,20.0,-5.0,0.0051095125887427,40.307838375691816,21.807302154236325
User_65,2025-07-17 23:58:01,0.448,0.4711,Driving,Koila,Reckless_Driving,1way,1.0,80,WiFi,-94,60.0,-11.0,0.034,40.305265644664544,21.80734987592134
User_72,2025-07-18 00:36:20,0.567,0.4375,Driving,Ligeris,Speeding,2way,0.0,40,111,-98,48.0,13.0,0.0058788089653366,40.30636367780933,21.807810443547343
User_80,2025-07-18 00:57:33,0.704,0.5567,Walking,Koila,Speeding,4way,0.0,70,3G,-87,14.0,21.0,0.0056019199887206,40.322790734745865,21.789833005077888
User_22,2025-07-18 02:05:19,0.413,0.4429,Driving,Zep,Driving_Under_Influence,1way,1.0,90,WiFi,-85,-23.0,-10.0,0.0044512605029654,40.27935159280237,21.75334359474114
User_10,2025-07-18 02:34:27,0.315,0.5641,Running,Zep,6,4way,1.0,70,5G,-116,31.0,1.0,0.006119218219346,40.27855682287747,21.753448399935376
User_82,2025-07-18 03:33:33,0.324,0.6099,Driving,Zep,Reckless_Driving,2way,0.0,30,3G,-105,32.0,-3.0,0.0025341872797976,40.27915389782942,22.190314
User_87,2025-07-18 03:51:26,0.709,0.7782,Running,Ligeris,Speeding,6way,4.0,30,5G,-98,73.0,15.0,0.029,40.30572397904566,21.80752336629532
User_58,2025-07-18 05:54:56,0.465,0.43,Driving,Ligeris,Driving_Under_Influence,4way,0.0,130,3G,-115,83.0,-4.0,0.0048142065026785,40.30651312273781,23.429433
User_55,2025-07-18 06:18:40,0.447,0.7324,Running,Ligeris,Driving_Under_Influence,2way,1.0,70,WiFi,-61,8.0,4.0,0.024,40.30640542286853,21.806405416877173
User_41,2025-07-18 06:20:30,0.628,0.5581,Walking,Zep,Speeding,2way,1.0,60,WiFi,-80,83.0,16.0,0.034,40.28023203700557,21.75494544128501
User_72,2025-07-18 06:27:09,0.567,0.4385,Walking,Zep,Reckless_Driving,5way,1.0,30,4G,-98,49.0,-7.0,0.0037773698084957,38.087447,21.75314657564107
User_79,2025-07-18 06:42:40,0.389,0.514,Driving,Koila,Speeding,2way,2.0,10,107,-88,60.0,-1.0,0.0035482744381065,40.32167099003392,21.793072417452585
User_48,2025-07-18 06:49:32,0.599,0.6644,Running,Zep,Driving_Under_Influence,2way,1.0,30,118,-77,7.0,-6.0,0.0086700068362954,40.27998484756802,21.75283053872562
User_01,2025-07-18 06:55:46,0.619,0.6688,Driving,Koila,Driving_Under_Influence,1way,0.0,110,WiFi,-65,37.0,4.0,0.0022623628680739,42.703649,21.790563664693277
User_48,2025-07-18 07:12:05,0.599,0.6654,Walking,Ligeris,Speeding,6way,0.0,10,WiFi,-90,53.0,0.0,0.0037164371432582,40.305986588241225,21.80858775151266
User_02,2025-07-18 07:19:34,0.529,0.6966,Running,Zep,Reckless_Driving,2way,2.0,40,4G,-83,-10.0,7.0,0.0058231319254761,40.27906478360445,21.753670670459027
User_47,2025-07-18 07:31:23,0.585,0.5042,Driving,Zep,Driving_Under_Influence,4way,0.0,60,5G,-78,70.0,-14.0,0.046,40.279423149954745,21.752428858316964
User_80,2025-07-18 07:40:36,0.704,0.5577,Driving,Zep,Driving_Under_Influence,2way,150.0,40,5G,-113,28.0,24.0,0.0026544482231438,40.27955241078003,21.753262666437053
User_88,2025-07-18 07:56:26,0.471,0.5237,Walking,Koila,Speeding,1way,1.0,80,5G,-92,22.0,-9.0,0.029,40.3216806552789,21.790417189827828
User_07,2025-07-18 08:07:29,0.625,0.4774,Walking,Koila,Reckless_Driving,1way,0.0,30,4G,-94,-22.0,-15.0,0.0028853661844397,40.32119643777673,21.79247605259285
User_18,2025-07-18 08:14:10,0.251,0.7865,Running,Koila,Reckless_Driving,1way,1.0,30,5G,-83,66.0,4.0,0.046,40.323049917313185,21.790582167511655
User_60,2025-07-18 08:35:08,0.353,0.7618,Running,Koila,Speeding,6way,0.0,80,WiFi,-62,54.0,-11.0,0.0091678324402478,40.32323634490404,21.790878297368753
User_84,2025-07-18 09:17:56,0.527,0.4697,Walking,Koila,7,2way,1.0,80,5G,-85,23.0,-1.0,0.0052778011519013,41.72405,21.790508707332243
User_86,2025-07-18 11:03:53,0.469,0.3981,Running,Zep,Speeding,1way,0.0,60,WiFi,-75,-21.0,0.0,0.0015895835717579,40.279748785005935,21.753196574972065
User_27,2025-07-18 11:22:05,0.535,0.6481,Walking,Zep,Speeding,1way,1.0,30,4G,-112,60.0,5.0,0.0087290687415078,37.97967,21.753397306983455
User_23,2025-07-18 11:59:29,0.458,0.545,Walking,Zep,Speeding,2way,0.0,Harassing_Driver,WiFi,-79,1.0,-24.0,0.008850529146691,40.281348362289464,21.753256044741104
User_77,2025-07-18 12:07:17,0.428,0.4145,Running,Zep,Driving_Under_Influence,2way,0.0,30,4G,-114,-33.0,4.0,0.0060644404288244,40.279917773536035,21.753427739097734
User_32,2025-07-18 12:10:07,0.464,0.416,Flying,Ligeris,Driving_Under_Influence,2way,1.0,30,5G,-76,0.0,12.0,0.0079541234909451,40.30573139127297,21.80787039079564
User_36,2025-07-18 12:33:22,0.563,0.7859,Driving,Zep,Reckless_Driving,5way,0.0,70,WiFi,-72,41.0,0.0,0.0081974629948168,40.27821081241464,19.244382
User_89,2025-07-18 14:03:02,0.336,0.4101,Running,Koila,Driving_Under_Influence,2way,0.0,90,3G,-103,43.0,-21.0,0.0010358641471613,40.32229938787124,21.791074421767043
User_40,2025-07-18 14:14:06,0.482,0.7647,Running,Center,Driving_Under_Influence,2way,3.0,20,3G,-103,39.0,6.0,0.001573422215452,40.28064823630165,17.042466
User_74,2025-07-18 14:14:49,0.497,0.7534,Driving,Ligeris,Speeding,4way,1.0,50,106,-113,19.0,0.0,0.0062163538084014,40.30558956816315,21.80814056252909
User_50,2025-07-18 14:20:45,0.398,0.6296,Driving,Zep,Reckless_Driving,2way,1.0,40,WiFi,-50,85.0,-1.0,0.026,40.28082534783717,21.753585044140767
User_64,2025-07-18 14:39:41,0.511,0.7488,Walking,Koila,Speeding,2way,0.0,60,4G,-105,44.0,-20.0,0.0010112866459489,40.322697522189486,21.79168418874282
User_63,2025-07-18 15:34:25,0.543,0.5126,Flying,Koila,Speeding,2way,0.0,80,5G,-88,49.0,12.0,0.0078136475879344,40.30621787291638,18.952395
User_55,2025-07-18 16:02:30,0.447,0.7334,Swimming,Zep,Driving_Under_Influence,2way,0.0,80,4G,-107,0.0,-13.0,0.0068038537254863,40.27826227442455,21.75182600356271
User_21,2025-07-18 16:53:22,0.303,0.4092,Flying,Zep,Reckless_Driving,4way,4.0,40,WiFi,-70,53.0,11.0,0.0055721596727383,40.281005629966224,21.753532540957345
User_53,2025-07-18 16:54:49,0.313,0.4966,Running,Koila,Reckless_Driving,4way,5.0,50,4G,-88,12.0,-16.0,0.047,40.32121892793662,21.79057000360708
User_75,2025-07-18 18:25:23,0.409,0.5701,Walking,Koila,Reckless_Driving,2way,1.0,50,5G,-98,95.0,1.0,0.043,40.322016264771186,21.791329134095125
User_68,2025-07-18 19:16:07,0.472,0.4299,Walking,Koila,Speeding,1way,0.0,30,104,-73,23.0,-2.0,0.0095896087035296,40.322506329095205,21.79268547062475
User_95,2025-07-18 19:27:24,0.545,0.6699,Driving,Ligeris,Speeding,2way,1.0,50,3G,-118,57.0,-13.0,0.0056126652775116,40.30506472409603,18.819692
User_28,2025-07-18 20:39:41,0.348,0.5641,Walking,Center,Speeding,2way,1.0,40,WiFi,-63,-21.0,-8.0,0.0016701170754806,40.28082872032231,21.752358045584455
User_63,2025-07-18 22:18:26,0.543,0.5136,Walking,Koila,Driving_Under_Influence,1way,1.0,50,WiFi,-85,17.0,11.0,0.0049497923644512,38.016808,21.792133239612255
User_57,2025-07-18 22:28:40,0.372,0.5092,Driving,Zep,8,1way,0.0,50,107,-71,73.0,2.0,0.0090975733810852,40.27959526695619,21.7527483668667
User_91,2025-07-18 22:40:48,0.587,0.5641,Running,Center,Driving_Under_Influence,2way,1.0,30,4G,-86,69.0,0.0,0.0062784876966006,40.306581768651256,21.80547097730909
User_44,2025-07-18 22:54:26,0.332,0.4806,Walking,Zep,8,2way,4.0,30,5G,-85,91.0,-1.0,0.0052261153323778,40.280432271351984,21.75374476185734
User_06,2025-07-19 01:44:50,0.584,0.7665,Running,Koila,Driving_Under_Influence,2way,0.0,30,5G,-82,89.0,11.0,0.028,40.32243642582603,21.793141819597075
User_62,2025-07-19 01:57:18,0.366,0.5072,Running,Ligeris,Reckless_Driving,2way,0.0,50,106,-71,15.0,4.0,0.0021148512460071,40.305349166417805,21.80601854347639
User_05,2025-07-19 02:51:19,0.743,0.6947,Running,Ligeris,Speeding,4way,0.0,60,3G,-105,19.0,3.0,0.025,40.30725080699951,21.8064181272483
User_42,2025-07-19 03:08:46,0.738,0.5116,Walking,Zep,Driving_Under_Influence,2way,1.0,50,4G,-76,30.0,5.0,0.0041959298255038,37.877719,21.75144135297417
User_24,2025-07-19 03:29:40,0.445,0.4806,Driving,Zep,Reckless_Driving,2way,0.0,50,WiFi,-81,91.0,-13.0,0.02,40.279120909553384,21.75305401988715
User_14,2025-07-19 03:50:55,0.393,0.6054,Walking,Zep,Driving_Under_Influence,1way,0.0,70,WiFi,-75,-21.0,8.0,0.0054510569322151,40.27885437397344,21.75384866808706
User_79,2025-07-19 06:25:56,0.389,0.516,Walking,Center,Driving_Under_Influence,4way,2.0,70,5G,-104,95.0,11.0,0.021,40.32179809826684,21.79211670842366
User_23,2025-07-19 06:37:01,0.458,0.547,Driving,Koila,Speeding,1way,140.0,40,4G,-116,17.0,0.0,0.0055187658825822,41.69038,21.791388508291607
User_36,2025-07-19 07:04:53,0.563,0.7869,Walking,Koila,Driving_Under_Influence,6way,0.0,40,3G,-74,13.0,4.0,0.0022068306307363,40.322966225378565,21.79023469074508
User_57,2025-07-19 09:01:12,0.372,0.5102,Walking,Zep,Speeding,2way,0.0,60,WiFi,-62,12.0,-23.0,0.0075861297902941,40.278738208238494,21.754008921105225
User_70,2025-07-19 09:50:09,0.601,0.4929,Walking,Koila,Driving_Under_Influence,1way,3.0,20,5G,-72,1.0,-14.0,0.0072048984671452,41.867108,21.79180368566162
User_03,2025-07-19 10:16:49,0.568,0.4274,Walking,Koila,Reckless_Driving,6way,0.0,50,WiFi,-81,0.0,-16.0,0.0029090342500462,40.32193046108112,21.789595364464343
User_73,2025-07-19 10:17:45,0.325,0.5887,Walking,Ligeris,Driving_Under_Influence,6way,1.0,10,4G,-117,10.0,0.0,0.0079606185069986,40.30639793025887,21.80905394507022
User_79,2025-07-19 10:49:14,0.389,0.517,Walking,Koila,Speeding,6way,0.0,50,5G,Ethernet,57.0,15.0,0.0021137570929153,40.32330263871052,21.79276365249503
User_88,2025-07-19 11:56:58,0.471,0.5257,Driving,Spinari,Driving_Under_Influence,4way,2.0,20,WiFi,-65,77.0,-11.0,0.0019747896894382,42.887679,21.808350625293095
User_100,2025-07-19 12:39:48,0.37,0.653,Flying,Koila,Driving_Under_Influence,2way,4.0,50,WiFi,-80,13.0,-7.0,0.0084429012311899,40.3224537280158,21.79232877553712
User_03,2025-07-19 12:44:18,0.568,0.5641,Driving,Koila,Reckless_Driving,2way,0.0,80,115,-76,71.0,7.0,0.0064270515332603,40.32200006334266,21.79218022792743
User_99,2025-07-19 12:47:56,0.465,0.6094,Driving,Koila,Speeding,1way,1.0,90,5G,-90,16.0,-4.0,0.029,40.321812782356496,21.7891553944316
User_52,2025-07-19 15:01:26,0.544,0.5641,Walking,Ligeris,8,4way,3.0,50,WiFi,-72,14.0,-5.0,0.0071004166415214,40.305354340596935,21.805721451242967
User_34,2025-07-19 15:33:38,0.46,0.5529,Driving,Koila,Reckless_Driving,2way,0.0,Harassing_Driver,5G,-74,-44.0,5.0,0.0068632179389785,40.32341270204203,21.792777311638815
User_12,2025-07-19 15:51:09,0.46,0.7512,Driving,Koila,Speeding,1way,0.0,80,117,-85,49.0,-10.0,0.0091495870069035,40.32241088078267,21.792252150843805
User_58,2025-07-19 16:15:25,0.465,0.433,Driving,Ligeris,Speeding,4way,0.0,10,4G,-112,80.0,-21.0,0.0098023466217224,40.30744353327642,21.8082057167554
User_53,2025-07-19 16:19:01,0.313,0.4976,Driving,Ligeris,Speeding,5way,0.0,90,WiFi,-86,80.0,18.0,0.0015620196200359,40.305706691619726,21.80680092086628
User_50,2025-07-19 16:36:11,0.398,0.6306,Swimming,Koila,Speeding,2way,0.0,20,3G,-89,36.0,15.0,0.0029781271386865,40.32200568466334,21.79130445084062
User_39,2025-07-19 16:41:07,0.598,0.5467,Driving,Spinari,Speeding,1way,0.0,80,4G,-85,6.0,9.0,0.0031960149578972,40.3061241954558,21.808095304292973
User_63,2025-07-19 17:07:13,0.543,0.5156,Walking,Zep,Driving_Under_Influence,1way,0.0,50,WiFi,-81,-127.0,0.0,0.0088788644106639,40.27989414251976,21.75261300414951
User_18,2025-07-19 19:43:55,0.251,0.7895,Running,Zep,Reckless_Driving,4way,0.0,40,5G,-76,95.0,-25.0,0.0053814194692319,40.27966054315803,21.753651610440144
User_71,2025-07-19 19:52:27,0.256,0.4013,Walking,Ligeris,Reckless_Driving,2way,1.0,50,WiFi,-52,12.0,-9.0,0.047,40.305169263362195,21.806836583845897
User_20,2025-07-19 20:22:38,0.334,0.7211,Flying,Zep,Driving_Under_Influence,1way,1.0,20,WiFi,-54,2.0,-3.0,0.0071720939971175,40.28025921693495,21.75293129625241
User_13,2025-07-19 21:37:24,0.75,0.6434,Walking,Koila,Driving_Under_Influence,2way,1.0,120,4G,-104,51.0,-13.0,0.0067566576802278,40.32162607030826,21.79073614821427
User_61,2025-07-19 21:48:59,0.546,0.4797,Running,Koila,Driving_Under_Influence,1way,1.0,30,5G,-78,42.0,-16.0,0.044,40.280634035882656,21.754546613249836
User_81,2025-07-19 22:17:17,0.376,0.6825,Driving,Zep,Speeding,1way,0.0,60,3G,-118,31.0,-9.0,0.046,40.27895914999834,21.753329009296095
User_16,2025-07-19 22:36:19,0.513,0.6057,Walking,Koila,Driving_Under_Influence,2way,140.0,40,4G,-84,19.0,-5.0,0.0091429013287832,40.32198721852598,21.79187741752943
User_32,2025-07-20 00:12:01,0.464,0.42,Walking,Koila,Speeding,2way,1.0,40,WiFi,-60,87.0,3.0,0.033,40.32141542887849,21.791667936920177
User_19,2025-07-20 03:15:27,0.745,0.7815,Driving,Ligeris,Speeding,2way,1.0,Harassing_Driver,WiFi,-88,91.0,-12.0,0.034,40.30624686931262,21.807529957999805
User_63,2025-07-20 05:05:09,0.543,0.5166,Driving,Koila,7,2way,1.0,30,3G,-79,42.0,8.0,0.005653142335994,40.32189575415485,21.79161499988148
User_82,2025-07-20 05:18:56,0.324,0.6139,Walking,Ligeris,Driving_Under_Influence,1way,4.0,30,4G,-80,80.0,-12.0,0.0031637622831297,40.30583417582482,17.74929
User_57,2025-07-20 05:27:44,0.372,0.5122,Swimming,Zep,Speeding,1way,0.0,30,3G,-70,9.0,-9.0,0.0077852721624633,41.295151,21.753340786309906
User_72,2025-07-20 06:23:14,0.567,0.4415,Walking,Ligeris,Reckless_Driving,2way,2.0,80,3G,-81,3.0,0.0,0.026,40.306942863785814,21.809021300927405
User_89,2025-07-20 07:11:36,0.336,0.4131,Driving,Zep,Driving_Under_Influence,2way,140.0,10,4G,-81,97.0,-6.0,0.0022132115990104,40.27943447120162,21.75272749794525
User_10,2025-07-20 07:18:10,0.315,0.7508,Running,Zep,Speeding,5way,0.0,80,4G,-94,97.0,0.0,0.0025857507625498,40.28015339894934,21.755424105390915
User_41,2025-07-20 07:42:51,0.628,0.5631,Driving,Zep,Speeding,2way,0.0,30,3G,-78,-26.0,3.0,0.0024251386572927,40.27987690410824,21.752774397863195
User_65,2025-07-20 08:03:28,0.448,0.4761,Running,Ligeris,Driving_Under_Influence,4way,160.0,40,WiFi,-64,36.0,-15.0,0.0052290386302807,40.30563253302485,21.806759763747714
User_20,2025-07-20 08:34:58,0.334,0.7221,Walking,Koila,Driving_Under_Influence,2way,2.0,90,WiFi,-58,-124.0,2.0,0.0037680359841282,40.322089237297085,21.791267386856195
User_04,2025-07-20 09:11:21,0.662,0.4527,Driving,Koila,Speeding,2way,0.0,90,4G,-96,4.0,1.0,0.0036268455916461,40.32163277645394,22.143464
User_96,2025-07-20 09:16:11,0.261,0.6581,Driving,Zep,Speeding,2way,0.0,20,WiFi,-64,82.0,25.0,0.0071242981455526,40.27868120611277,21.754204175019176
User_47,2025-07-20 09:43:34,0.585,0.5092,Running,Ligeris,Driving_Under_Influence,4way,0.0,80,5G,-119,8.0,24.0,0.0080591282504792,40.30636862178077,21.807245788836028
User_54,2025-07-20 10:47:33,0.327,0.6749,Driving,Ligeris,Driving_Under_Influence,1way,1.0,10,4G,-79,-23.0,-13.0,0.0089748994396826,40.30747723555393,21.807078672678117
User_90,2025-07-20 11:00:24,0.525,0.4618,Walking,Zep,Speeding,1way,0.0,60,3G,-113,50.0,9.0,0.0073845041943626,40.28032286092725,23.896441
User_34,2025-07-20 11:15:49,0.431,0.5539,Running,Koila,Reckless_Driving,1way,0.0,50,3G,-105,86.0,-5.0,0.0077851746441851,40.32165449180737,23.850887
User_53,2025-07-20 12:27:29,0.313,0.4996,Running,Zep,Driving_Under_Influence,2way,5.0,30,104,-84,100.0,16.0,0.0056285853476983,40.28023715616875,21.75301731564149
User_49,2025-07-20 12:43:36,0.637,0.7413,Walking,Center,Speeding,2way,0.0,30,5G,-113,-149.0,-8.0,0.0029423929971501,40.322196496844185,21.791758441439203
User_03,2025-07-20 13:56:24,0.568,0.4294,Walking,Koila,Driving_Under_Influence,2way,0.0,Illegal_Parking,101,-57,58.0,3.0,0.0041610273149277,40.32227836003062,21.79150206482147
User_81,2025-07-20 14:08:26,0.376,0.6845,Driving,Koila,Driving_Under_Influence,1way,1.0,40,5G,-95,46.0,-5.0,0.0042855487158517,41.574476,21.79060803950895
User_36,2025-07-20 14:34:44,0.563,0.7899,Driving,Zep,Speeding,1way,2.0,50,3G,-99,49.0,11.0,0.0076320426255922,40.27809222364956,23.961145
User_01,2025-07-20 16:26:17,0.619,0.6728,Driving,Ligeris,Speeding,2way,2.0,30,5G,-102,13.0,15.0,0.046,40.307501886466994,21.807948560330058
User_15,2025-07-20 16:30:53,0.627,0.7081,Driving,Ligeris,Reckless_Driving,2way,1.0,Harassing_Driver,3G,-99,-17.0,-6.0,0.0049219005229983,40.306254690726625,21.805648642431557
User_04,2025-07-20 17:49:17,0.662,0.4537,Flying,Zep,Speeding,2way,1.0,10,3G,-91,49.0,9.0,0.0093154918925174,40.278952777765774,21.752847144694105
User_66,2025-07-20 17:58:50,0.28,0.6297,Swimming,Koila,Speeding,1way,0.0,60,WiFi,-68,12.0,-2.0,0.0080023315378085,38.895578,21.789418116553662
User_99,2025-07-20 18:35:08,0.465,0.6114,Walking,Zep,Driving_Under_Influence,2way,0.0,10,3G,-118,23.0,-20.0,0.0025287924842189,40.27933647773409,21.75306274338592
User_24,2025-07-20 18:57:14,0.445,0.4826,Walking,Spinari,Speeding,2way,1.0,70,4G,-111,6.0,0.0,0.0063123478593791,40.28009629923939,21.753361871931247
User_26,2025-07-20 19:08:12,0.408,0.6495,Walking,Koila,Reckless_Driving,1way,0.0,60,WiFi,-102,99.0,-8.0,0.044,40.27997245487015,21.75527891179798
User_50,2025-07-20 19:10:44,0.398,0.6336,Walking,Koila,8,2way,0.0,80,3G,-91,16.0,16.0,0.0089984851657536,40.32207445777713,21.791773169823784
User_61,2025-07-20 19:30:05,0.546,0.4807,Running,Koila,7,2way,0.0,30,3G,-73,39.0,14.0,0.0056190284014589,40.32231062557141,21.791360252637368
User_71,2025-07-20 20:50:59,0.256,0.4043,Walking,Koila,Speeding,2way,3.0,50,5G,-99,35.0,4.0,0.03,40.32231021311898,21.79066395831764
User_85,2025-07-20 20:53:43,0.254,0.5273,Swimming,Koila,Speeding,2way,1.0,20,WiFi,-73,-15.0,6.0,0.0075600878930182,40.32331292735977,21.79093422370783
User_44,2025-07-20 21:04:55,0.332,0.4846,Running,Ligeris,Driving_Under_Influence,2way,5.0,30,5G,-117,73.0,4.0,0.028,40.306019860462264,21.80832229095908
User_35,2025-07-20 21:50:06,0.274,0.4812,Walking,Ligeris,Reckless_Driving,1way,0.0,40,3G,-93,-32.0,2.0,0.0040336312565404,40.306876745105235,21.80660763306846
User_27,2025-07-20 21:53:38,0.535,0.6531,Walking,Zep,Driving_Under_Influence,1way,1.0,30,WiFi,-80,48.0,-4.0,0.0022351235436405,41.267837,21.75508153387912
User_66,2025-07-20 23:00:41,0.28,0.6307,Driving,Zep,Speeding,5way,1.0,20,5G,-109,40.0,7.0,0.004787667053718,40.27941116043703,18.604609
User_39,2025-07-20 23:30:59,0.598,0.5497,Walking,Ligeris,Speeding,1way,4.0,40,5G,-110,35.0,4.0,0.0028362423352471,37.620434,21.80708740693449
User_06,2025-07-20 23:36:56,0.584,0.7695,Flying,Zep,Driving_Under_Influence,4way,0.0,20,5G,-73,76.0,-12.0,0.0010272458409973,40.27933128409651,21.75275878472901
User_66,2025-07-21 00:56:56,0.28,0.6317,Driving,Ligeris,Driving_Under_Influence,1way,150.0,60,WiFi,-50,-155.0,-14.0,0.0099257491146189,40.306124886611755,21.807727559016133
User_70,2025-07-21 02:39:50,0.601,0.4979,Driving,Ligeris,Speeding,4way,0.0,10,101,-97,84.0,14.0,0.0050969399385082,40.306357284033254,21.806928729847375
User_96,2025-07-21 04:54:11,0.261,0.6601,Driving,Center,Driving_Under_Influence,2way,0.0,20,4G,-100,65.0,-5.0,0.023,40.279750868177786,21.75379585606647
User_51,2025-07-21 05:42:50,0.613,0.783,Driving,Zep,Driving_Under_Influence,2way,0.0,70,WiFi,-70,-45.0,-5.0,0.0046096182585575,40.280944524946854,21.75459772561319
User_06,2025-07-21 05:59:20,0.584,0.7715,Driving,Koila,Driving_Under_Influence,5way,0.0,60,5G,-95,30.0,-5.0,0.0051174043963186,40.322231978812816,21.791168121008123
User_30,2025-07-21 06:42:35,0.413,0.4924,Running,Zep,Driving_Under_Influence,4way,0.0,10,4G,-86,90.0,-4.0,0.0047221187106466,40.27969569188417,23.68467
User_66,2025-07-21 07:54:28,0.28,0.6327,Walking,Ligeris,Driving_Under_Influence,2way,1.0,50,3G,-82,-122.0,0.0,0.0014611908971078,40.30633802062307,21.80819647203158
User_22,2025-07-21 08:17:09,0.413,0.4489,Running,Koila,Speeding,2way,150.0,60,3G,-77,6.0,-2.0,0.046,40.32208179073222,21.791364587470703
User_43,2025-07-21 08:18:47,0.416,0.5627,Walking,Ligeris,Speeding,2way,3.0,60,WiFi,-53,-40.0,11.0,0.0051947895027227,40.306758777800056,21.80841329710197
User_41,2025-07-21 08:19:03,0.628,0.5641,Running,Zep,Reckless_Driving,4way,1.0,40,4G,-102,68.0,14.0,0.049,40.280327332744974,21.753752675963273
User_45,2025-07-21 09:02:12,0.285,0.6753,Running,Koila,Reckless_Driving,1way,150.0,20,3G,Satellite,36.0,16.0,0.0098883145565007,40.306230115631266,21.79144470384567
User_69,2025-07-21 09:08:16,0.34,0.7631,Walking,Koila,Driving_Under_Influence,1way,0.0,30,111,-76,79.0,-15.0,0.0063497072258055,40.321576640035765,21.791764179798356
User_92,2025-07-21 09:47:08,0.694,0.5782,Walking,Zep,7,2way,1.0,50,5G,-88,81.0,14.0,0.008070722161154,40.27913068181153,21.751152107249197
User_64,2025-07-21 10:25:23,0.511,0.7548,Walking,Zep,Speeding,2way,0.0,50,WiFi,-64,59.0,6.0,0.0015658261371625,42.682495,21.7545668855135
User_04,2025-07-21 10:50:57,0.662,0.4547,Driving,Ligeris,Reckless_Driving,2way,0.0,40,5G,-108,83.0,-20.0,0.0067173425205907,40.30524787791827,21.80642709874282
User_12,2025-07-21 11:14:13,0.67,0.7552,Running,Ligeris,Driving_Under_Influence,4way,0.0,20,4G,-96,-49.0,2.0,0.0017911848781333,40.30736591046661,21.80724297948464
User_93,2025-07-21 11:48:11,0.588,0.4232,Walking,Zep,Driving_Under_Influence,1way,1.0,120,4G,-120,35.0,4.0,0.008745909497147,40.279501744461086,21.75340102326513
User_18,2025-07-21 11:56:27,0.251,0.7925,Running,Zep,Reckless_Driving,4way,160.0,70,4G,-99,60.0,2.0,0.0011945971232392,40.27975926653161,21.75543646111758
User_08,2025-07-21 13:22:00,0.347,0.7608,Swimming,Koila,Driving_Under_Influence,1way,0.0,30,5G,Satellite,86.0,-4.0,0.003536309437794,40.32231960703614,21.792463074100297
User_68,2025-07-21 13:27:59,0.472,0.4359,Walking,Ligeris,Driving_Under_Influence,1way,150.0,40,4G,-88,38.0,-12.0,0.0054898716307981,40.30553391983703,19.534393
User_71,2025-07-21 13:32:14,0.256,0.4063,Walking,Center,Speeding,2way,0.0,20,5G,-104,51.0,8.0,0.005653142335994,40.32210948549104,21.791335352783214
User_47,2025-07-21 14:10:24,0.585,0.5102,Driving,Ligeris,Driving_Under_Influence,2way,0.0,50,5G,-86,-11.0,4.0,0.0091175353264562,40.306530450285095,21.8079543718082
User_27,2025-07-21 14:55:52,0.535,0.6551,Running,Koila,Driving_Under_Influence,2way,2.0,80,118,-89,74.0,2.0,0.0013325622296807,40.32055172339661,21.7906459471697
User_81,2025-07-21 15:04:52,0.376,0.6865,Swimming,Zep,Speeding,2way,0.0,40,WiFi,-84,-38.0,-2.0,0.0048638420051142,40.2796593076181,21.753602154153835
User_55,2025-07-21 15:45:31,0.447,0.7394,Swimming,Ligeris,Driving_Under_Influence,4way,4.0,30,5G,-84,64.0,8.0,0.0038145808473484,40.30556528060468,17.001399
User_33,2025-07-21 15:45:40,0.634,0.6162,Running,Ligeris,Reckless_Driving,4way,0.0,70,3G,-93,12.0,-9.0,0.0086197499711541,41.140779,21.805445113773885
User_95,2025-07-21 16:18:39,0.545,0.6769,Walking,Center,Speeding,4way,1.0,50,4G,-117,31.0,9.0,0.0031508790583183,40.30625100414021,21.80938008699172
User_92,2025-07-21 16:40:36,0.694,0.5792,Walking,Zep,Speeding,2way,0.0,40,5G,-86,35.0,2.0,0.037,40.280645328349365,21.754734093901124
User_44,2025-07-21 16:56:36,0.332,0.4866,Driving,Zep,Reckless_Driving,2way,0.0,20,4G,-114,77.0,-4.0,0.0035349291770029,41.366184,21.75329563996566
User_30,2025-07-21 20:40:20,0.413,0.4934,Driving,Zep,Speeding,2way,0.0,60,4G,-119,42.0,9.0,0.0049838974405751,42.388442,21.752443399635393
User_33,2025-07-21 21:21:33,0.46,0.6172,Walking,Ligeris,Reckless_Driving,2way,0.0,80,WiFi,-60,11.0,-1.0,0.0071164465481549,37.902687,21.807335173974273
User_46,2025-07-21 21:53:00,0.519,0.7446,Walking,Koila,Driving_Under_Influence,2way,150.0,30,5G,-116,17.0,-11.0,0.0041424003168901,40.3211485060579,21.792096555929636
