method,column,outliers_removed,outlier_indices,chunk_id
HBOS,Road_Type_5way,115,"[45568, 49666, 47626, 47628, 45581, 49169, 44050, 47638, 49175, 44058, 49182, 47137, 49187, 46116, 44083, 45622, 46140, 44093, 50240, 46658, 46149, 44102, 44614, 50249, 50253, 50255, 49233, 50770, 46676, 45142, 45660, 47196, 49766, 47210, 44651, 45165, 47737, 46205, 44159, 44685, 50835, 48796, 50345, 46768, 48304, 49333, 50357, 46789, 44231, 45256, 50375, 49872, 44246, 49878, 45286, 45290, 44785, 44786, 49394, 44276, 46326, 50423, 50943, 50947, 50964, 50970, 47902, 46376, 50476, 44859, 49470, 43844, 47944, 43849, 46924, 46926, 45393, 44899, 46951, 49000, 49515, 44401, 45425, 49526, 45943, 45435, 50557, 46473, 50571, 47007, 44448, 45985, 49570, 50600, 45997, 46002, 46520, 46009, 44477, 46014, 49090, 45506, 46532, 44997, 48079, 49618, 49107, 45013, 49635, 48103, 48104, 49642, 45041, 45555, 49146]",7
kNN,Road_Type_5way,0,[],7
IForest,Road_Type_5way,115,"[45568, 49666, 47626, 47628, 45581, 49169, 44050, 47638, 49175, 44058, 49182, 47137, 49187, 46116, 44083, 45622, 46140, 44093, 50240, 46658, 46149, 44102, 44614, 50249, 50253, 50255, 49233, 50770, 46676, 45142, 45660, 47196, 49766, 47210, 44651, 45165, 47737, 46205, 44159, 44685, 50835, 48796, 50345, 46768, 48304, 49333, 50357, 46789, 44231, 45256, 50375, 49872, 44246, 49878, 45286, 45290, 44785, 44786, 49394, 44276, 46326, 50423, 50943, 50947, 50964, 50970, 47902, 46376, 50476, 44859, 49470, 43844, 47944, 43849, 46924, 46926, 45393, 44899, 46951, 49000, 49515, 44401, 45425, 49526, 45943, 45435, 50557, 46473, 50571, 47007, 44448, 45985, 49570, 50600, 45997, 46002, 46520, 46009, 44477, 46014, 49090, 45506, 46532, 44997, 48079, 49618, 49107, 45013, 49635, 48103, 48104, 49642, 45041, 45555, 49146]",7
LODA,Road_Type_5way,115,"[45568, 49666, 47626, 47628, 45581, 49169, 44050, 47638, 49175, 44058, 49182, 47137, 49187, 46116, 44083, 45622, 46140, 44093, 50240, 46658, 46149, 44102, 44614, 50249, 50253, 50255, 49233, 50770, 46676, 45142, 45660, 47196, 49766, 47210, 44651, 45165, 47737, 46205, 44159, 44685, 50835, 48796, 50345, 46768, 48304, 49333, 50357, 46789, 44231, 45256, 50375, 49872, 44246, 49878, 45286, 45290, 44785, 44786, 49394, 44276, 46326, 50423, 50943, 50947, 50964, 50970, 47902, 46376, 50476, 44859, 49470, 43844, 47944, 43849, 46924, 46926, 45393, 44899, 46951, 49000, 49515, 44401, 45425, 49526, 45943, 45435, 50557, 46473, 50571, 47007, 44448, 45985, 49570, 50600, 45997, 46002, 46520, 46009, 44477, 46014, 49090, 45506, 46532, 44997, 48079, 49618, 49107, 45013, 49635, 48103, 48104, 49642, 45041, 45555, 49146]",7
OC-SVM,Road_Type_5way,115,"[45568, 49666, 47626, 47628, 45581, 49169, 44050, 47638, 49175, 44058, 49182, 47137, 49187, 46116, 44083, 45622, 46140, 44093, 50240, 46658, 46149, 44102, 44614, 50249, 50253, 50255, 49233, 50770, 46676, 45142, 45660, 47196, 49766, 47210, 44651, 45165, 47737, 46205, 44159, 44685, 50835, 48796, 50345, 46768, 48304, 49333, 50357, 46789, 44231, 45256, 50375, 49872, 44246, 49878, 45286, 45290, 44785, 44786, 49394, 44276, 46326, 50423, 50943, 50947, 50964, 50970, 47902, 46376, 50476, 44859, 49470, 43844, 47944, 43849, 46924, 46926, 45393, 44899, 46951, 49000, 49515, 44401, 45425, 49526, 45943, 45435, 50557, 46473, 50571, 47007, 44448, 45985, 49570, 50600, 45997, 46002, 46520, 46009, 44477, 46014, 49090, 45506, 46532, 44997, 48079, 49618, 49107, 45013, 49635, 48103, 48104, 49642, 45041, 45555, 49146]",7
Z-Score,Road_Type_5way,115,"[45568, 49666, 47626, 47628, 45581, 49169, 44050, 47638, 49175, 44058, 49182, 47137, 49187, 46116, 44083, 45622, 46140, 44093, 50240, 46658, 46149, 44102, 44614, 50249, 50253, 50255, 49233, 50770, 46676, 45142, 45660, 47196, 49766, 47210, 44651, 45165, 47737, 46205, 44159, 44685, 50835, 48796, 50345, 46768, 48304, 49333, 50357, 46789, 44231, 45256, 50375, 49872, 44246, 49878, 45286, 45290, 44785, 44786, 49394, 44276, 46326, 50423, 50943, 50947, 50964, 50970, 47902, 46376, 50476, 44859, 49470, 43844, 47944, 43849, 46924, 46926, 45393, 44899, 46951, 49000, 49515, 44401, 45425, 49526, 45943, 45435, 50557, 46473, 50571, 47007, 44448, 45985, 49570, 50600, 45997, 46002, 46520, 46009, 44477, 46014, 49090, 45506, 46532, 44997, 48079, 49618, 49107, 45013, 49635, 48103, 48104, 49642, 45041, 45555, 49146]",7
IQR,Road_Type_5way,115,"[45568, 49666, 47626, 47628, 45581, 49169, 44050, 47638, 49175, 44058, 49182, 47137, 49187, 46116, 44083, 45622, 46140, 44093, 50240, 46658, 46149, 44102, 44614, 50249, 50253, 50255, 49233, 50770, 46676, 45142, 45660, 47196, 49766, 47210, 44651, 45165, 47737, 46205, 44159, 44685, 50835, 48796, 50345, 46768, 48304, 49333, 50357, 46789, 44231, 45256, 50375, 49872, 44246, 49878, 45286, 45290, 44785, 44786, 49394, 44276, 46326, 50423, 50943, 50947, 50964, 50970, 47902, 46376, 50476, 44859, 49470, 43844, 47944, 43849, 46924, 46926, 45393, 44899, 46951, 49000, 49515, 44401, 45425, 49526, 45943, 45435, 50557, 46473, 50571, 47007, 44448, 45985, 49570, 50600, 45997, 46002, 46520, 46009, 44477, 46014, 49090, 45506, 46532, 44997, 48079, 49618, 49107, 45013, 49635, 48103, 48104, 49642, 45041, 45555, 49146]",7
MAD,Road_Type_5way,115,"[45568, 49666, 47626, 47628, 45581, 49169, 44050, 47638, 49175, 44058, 49182, 47137, 49187, 46116, 44083, 45622, 46140, 44093, 50240, 46658, 46149, 44102, 44614, 50249, 50253, 50255, 49233, 50770, 46676, 45142, 45660, 47196, 49766, 47210, 44651, 45165, 47737, 46205, 44159, 44685, 50835, 48796, 50345, 46768, 48304, 49333, 50357, 46789, 44231, 45256, 50375, 49872, 44246, 49878, 45286, 45290, 44785, 44786, 49394, 44276, 46326, 50423, 50943, 50947, 50964, 50970, 47902, 46376, 50476, 44859, 49470, 43844, 47944, 43849, 46924, 46926, 45393, 44899, 46951, 49000, 49515, 44401, 45425, 49526, 45943, 45435, 50557, 46473, 50571, 47007, 44448, 45985, 49570, 50600, 45997, 46002, 46520, 46009, 44477, 46014, 49090, 45506, 46532, 44997, 48079, 49618, 49107, 45013, 49635, 48103, 48104, 49642, 45041, 45555, 49146]",7
HBOS,Road_Type_6way,88,"[45070, 46616, 45085, 46622, 49703, 46636, 45121, 50242, 49226, 50782, 49770, 49269, 44663, 46723, 46727, 50826, 47755, 45708, 47757, 47760, 46227, 44706, 44198, 47786, 44722, 47796, 45753, 46777, 47291, 50878, 49346, 44739, 47301, 45258, 48336, 44243, 44758, 49373, 47330, 49392, 48886, 45311, 46848, 46348, 47380, 48917, 47392, 45867, 49963, 46381, 47405, 50477, 50988, 48945, 45877, 51023, 48469, 48988, 44897, 45409, 47471, 44404, 47477, 49012, 48504, 51074, 48006, 47499, 48017, 50589, 45470, 50594, 44963, 48056, 50104, 46523, 45503, 46528, 50114, 43974, 49094, 45527, 45017, 49634, 46055, 45032, 50158, 47102]",7
kNN,Road_Type_6way,0,[],7
IForest,Road_Type_6way,88,"[45070, 46616, 45085, 46622, 49703, 46636, 45121, 50242, 49226, 50782, 49770, 49269, 44663, 46723, 46727, 50826, 47755, 45708, 47757, 47760, 46227, 44706, 44198, 47786, 44722, 47796, 45753, 46777, 47291, 50878, 49346, 44739, 47301, 45258, 48336, 44243, 44758, 49373, 47330, 49392, 48886, 45311, 46848, 46348, 47380, 48917, 47392, 45867, 49963, 46381, 47405, 50477, 50988, 48945, 45877, 51023, 48469, 48988, 44897, 45409, 47471, 44404, 47477, 49012, 48504, 51074, 48006, 47499, 48017, 50589, 45470, 50594, 44963, 48056, 50104, 46523, 45503, 46528, 50114, 43974, 49094, 45527, 45017, 49634, 46055, 45032, 50158, 47102]",7
LODA,Road_Type_6way,88,"[45070, 46616, 45085, 46622, 49703, 46636, 45121, 50242, 49226, 50782, 49770, 49269, 44663, 46723, 46727, 50826, 47755, 45708, 47757, 47760, 46227, 44706, 44198, 47786, 44722, 47796, 45753, 46777, 47291, 50878, 49346, 44739, 47301, 45258, 48336, 44243, 44758, 49373, 47330, 49392, 48886, 45311, 46848, 46348, 47380, 48917, 47392, 45867, 49963, 46381, 47405, 50477, 50988, 48945, 45877, 51023, 48469, 48988, 44897, 45409, 47471, 44404, 47477, 49012, 48504, 51074, 48006, 47499, 48017, 50589, 45470, 50594, 44963, 48056, 50104, 46523, 45503, 46528, 50114, 43974, 49094, 45527, 45017, 49634, 46055, 45032, 50158, 47102]",7
OC-SVM,Road_Type_6way,88,"[45070, 46616, 45085, 46622, 49703, 46636, 45121, 50242, 49226, 50782, 49770, 49269, 44663, 46723, 46727, 50826, 47755, 45708, 47757, 47760, 46227, 44706, 44198, 47786, 44722, 47796, 45753, 46777, 47291, 50878, 49346, 44739, 47301, 45258, 48336, 44243, 44758, 49373, 47330, 49392, 48886, 45311, 46848, 46348, 47380, 48917, 47392, 45867, 49963, 46381, 47405, 50477, 50988, 48945, 45877, 51023, 48469, 48988, 44897, 45409, 47471, 44404, 47477, 49012, 48504, 51074, 48006, 47499, 48017, 50589, 45470, 50594, 44963, 48056, 50104, 46523, 45503, 46528, 50114, 43974, 49094, 45527, 45017, 49634, 46055, 45032, 50158, 47102]",7
Z-Score,Road_Type_6way,88,"[45070, 46616, 45085, 46622, 49703, 46636, 45121, 50242, 49226, 50782, 49770, 49269, 44663, 46723, 46727, 50826, 47755, 45708, 47757, 47760, 46227, 44706, 44198, 47786, 44722, 47796, 45753, 46777, 47291, 50878, 49346, 44739, 47301, 45258, 48336, 44243, 44758, 49373, 47330, 49392, 48886, 45311, 46848, 46348, 47380, 48917, 47392, 45867, 49963, 46381, 47405, 50477, 50988, 48945, 45877, 51023, 48469, 48988, 44897, 45409, 47471, 44404, 47477, 49012, 48504, 51074, 48006, 47499, 48017, 50589, 45470, 50594, 44963, 48056, 50104, 46523, 45503, 46528, 50114, 43974, 49094, 45527, 45017, 49634, 46055, 45032, 50158, 47102]",7
IQR,Road_Type_6way,88,"[45070, 46616, 45085, 46622, 49703, 46636, 45121, 50242, 49226, 50782, 49770, 49269, 44663, 46723, 46727, 50826, 47755, 45708, 47757, 47760, 46227, 44706, 44198, 47786, 44722, 47796, 45753, 46777, 47291, 50878, 49346, 44739, 47301, 45258, 48336, 44243, 44758, 49373, 47330, 49392, 48886, 45311, 46848, 46348, 47380, 48917, 47392, 45867, 49963, 46381, 47405, 50477, 50988, 48945, 45877, 51023, 48469, 48988, 44897, 45409, 47471, 44404, 47477, 49012, 48504, 51074, 48006, 47499, 48017, 50589, 45470, 50594, 44963, 48056, 50104, 46523, 45503, 46528, 50114, 43974, 49094, 45527, 45017, 49634, 46055, 45032, 50158, 47102]",7
MAD,Road_Type_6way,88,"[45070, 46616, 45085, 46622, 49703, 46636, 45121, 50242, 49226, 50782, 49770, 49269, 44663, 46723, 46727, 50826, 47755, 45708, 47757, 47760, 46227, 44706, 44198, 47786, 44722, 47796, 45753, 46777, 47291, 50878, 49346, 44739, 47301, 45258, 48336, 44243, 44758, 49373, 47330, 49392, 48886, 45311, 46848, 46348, 47380, 48917, 47392, 45867, 49963, 46381, 47405, 50477, 50988, 48945, 45877, 51023, 48469, 48988, 44897, 45409, 47471, 44404, 47477, 49012, 48504, 51074, 48006, 47499, 48017, 50589, 45470, 50594, 44963, 48056, 50104, 46523, 45503, 46528, 50114, 43974, 49094, 45527, 45017, 49634, 46055, 45032, 50158, 47102]",7
HBOS,Speed_Limit,240,"[46592, 48641, 49668, 48133, 49671, 44552, 44555, 45579, 49165, 45582, 48658, 45587, 44565, 50199, 46106, 44572, 45086, 50726, 48678, 49704, 50222, 50735, 44590, 47152, 46131, 45620, 50231, 45111, 45113, 47168, 49729, 50241, 50754, 44610, 46657, 47687, 49227, 49740, 47692, 44622, 46160, 45138, 47699, 49748, 49240, 46680, 47705, 48216, 49248, 47712, 48737, 49765, 44657, 47729, 46195, 45176, 45179, 49787, 48252, 48766, 46209, 44674, 45700, 44166, 47239, 49288, 48776, 46221, 47762, 44694, 48793, 49306, 47771, 49309, 45214, 44703, 45216, 49321, 50857, 48812, 47789, 46767, 47279, 47280, 48818, 50358, 49847, 50359, 46776, 47288, 48825, 44220, 48320, 50369, 49859, 48835, 49351, 44236, 50381, 44748, 47318, 44253, 48864, 50403, 48867, 46310, 47846, 48358, 50411, 50923, 44267, 48367, 44272, 47344, 49398, 49912, 49400, 44794, 45306, 46843, 50941, 47358, 47870, 48888, 46849, 47361, 44809, 44811, 45323, 44301, 46859, 47371, 49424, 47376, 48400, 50452, 45844, 50454, 46869, 44824, 46361, 48922, 50976, 44837, 44328, 49452, 49966, 46385, 50484, 50485, 50489, 48956, 47933, 50494, 44350, 48959, 45889, 44025, 51014, 49991, 48459, 47436, 48461, 47952, 48979, 50004, 45910, 50519, 44891, 48475, 51037, 50526, 49504, 44386, 44395, 45934, 44914, 46963, 47476, 46071, 46459, 45436, 45437, 46972, 47483, 46466, 46983, 49544, 47495, 43916, 46479, 44432, 47503, 44434, 48015, 51094, 44951, 45462, 48535, 49051, 44444, 49566, 50592, 46505, 48554, 47019, 49583, 47024, 50098, 44979, 48051, 44981, 48052, 48566, 44472, 49075, 48062, 49601, 49604, 49605, 50628, 47563, 44496, 48595, 47573, 47063, 50137, 49627, 45531, 50658, 48106, 44523, 44014, 49647, 50160, 49135, 48119, 45049, 49658, 48637]",7
kNN,Speed_Limit,43,"[45697, 46596, 49288, 48776, 44555, 46859, 47371, 44944, 49937, 45584, 48658, 45844, 44565, 50199, 48793, 50843, 46494, 49828, 46504, 50475, 49583, 50223, 44979, 46131, 48825, 48956, 50241, 50369, 49990, 49612, 49740, 45785, 45531, 44253, 49504, 48737, 50915, 44010, 50923, 44012, 44523, 50160, 47476]",7
IForest,Speed_Limit,257,"[46592, 48641, 49668, 48133, 46596, 49671, 44552, 44555, 45579, 49165, 45582, 45584, 48658, 45587, 44565, 50199, 46106, 44572, 45086, 50726, 48678, 49704, 50222, 50223, 50735, 44590, 47152, 46131, 45620, 50231, 45111, 45113, 47168, 49729, 50241, 50754, 44610, 46657, 47687, 49227, 49740, 47692, 44622, 46160, 45138, 47699, 49748, 49240, 46680, 47705, 48216, 49248, 47712, 48737, 49765, 44657, 47729, 46195, 45176, 45179, 49787, 48252, 48766, 45697, 44674, 46209, 45700, 44166, 47239, 49288, 48776, 46221, 47762, 44694, 48793, 49306, 50843, 47771, 49309, 45214, 44703, 45216, 49828, 49321, 50857, 48812, 47789, 46767, 47279, 47280, 48818, 50358, 49847, 50359, 46776, 47288, 48825, 44220, 48320, 50369, 49859, 48835, 49351, 44236, 50381, 44748, 47318, 45785, 44253, 48864, 50403, 50915, 48867, 46310, 47846, 48358, 50411, 50923, 44267, 48367, 44272, 47344, 49398, 49912, 49400, 44794, 45306, 46843, 50941, 47358, 47870, 48888, 46849, 47361, 44809, 44811, 45323, 44301, 46859, 47371, 49424, 49937, 47376, 48400, 50452, 45844, 50454, 46869, 44824, 46361, 48922, 50976, 44837, 44328, 50475, 49452, 49966, 46385, 50484, 50485, 50489, 48956, 47933, 50494, 44350, 48959, 45889, 44025, 49990, 49991, 51014, 48459, 47436, 48461, 47952, 48979, 50004, 45910, 50519, 44891, 48475, 51037, 50526, 49504, 44386, 44395, 45934, 44914, 46963, 47476, 46071, 46459, 45436, 45437, 46972, 47483, 46466, 46983, 49544, 47495, 43916, 46479, 44432, 44944, 44434, 47503, 48015, 51094, 44951, 45462, 48535, 49051, 44444, 49566, 46494, 50592, 46504, 46505, 48554, 47019, 49583, 47024, 50098, 44979, 48051, 44981, 48052, 48566, 44472, 49075, 48062, 49601, 50628, 49604, 49605, 47563, 49612, 44496, 48595, 47573, 47063, 50137, 49627, 45531, 50658, 44010, 44523, 44012, 48106, 44014, 49647, 50160, 49135, 48119, 45049, 49658, 48637]",7
LODA,Speed_Limit,179,"[46592, 46596, 48133, 49671, 44552, 45579, 49165, 45582, 45584, 48658, 45587, 44565, 50199, 45086, 48678, 49704, 50222, 50223, 44590, 47152, 46131, 45620, 50231, 45113, 49729, 47687, 49740, 47699, 49748, 49240, 46680, 47705, 48216, 47712, 48737, 49765, 44657, 47729, 45176, 45179, 48766, 45697, 44674, 46209, 45700, 49288, 48776, 47762, 48793, 49306, 50843, 47771, 45216, 49828, 49321, 50857, 48812, 46767, 47279, 47280, 48818, 50358, 49847, 47288, 48825, 44220, 50369, 49859, 44236, 50381, 44748, 47318, 45785, 44253, 50403, 50915, 46310, 47846, 50411, 50923, 48367, 44272, 47344, 49912, 49400, 44794, 45306, 48888, 47358, 47870, 47361, 44809, 44811, 45323, 44301, 49424, 49937, 47376, 48400, 50452, 46869, 50454, 44824, 46361, 48922, 50976, 44837, 50475, 49966, 46385, 50485, 50489, 48956, 47933, 44350, 48959, 49990, 49991, 51014, 48459, 48461, 47952, 48979, 45910, 50519, 44891, 50526, 49504, 44386, 47476, 46459, 45436, 45437, 46972, 47483, 46466, 46983, 49544, 47495, 43916, 47503, 44432, 44944, 48015, 51094, 45462, 49051, 44444, 46494, 50592, 46504, 48554, 47019, 49583, 50098, 44979, 48052, 44981, 48566, 49075, 44472, 48062, 49601, 49604, 49605, 50628, 49612, 48595, 47573, 47063, 50658, 44010, 44523, 44012, 48106, 49135, 46071, 44025, 49658]",7
OC-SVM,Speed_Limit,60,"[46592, 45700, 48133, 44552, 49544, 47762, 45587, 46459, 44824, 46361, 48922, 49306, 47771, 45216, 49321, 50857, 47019, 49966, 44590, 47152, 46385, 50098, 47279, 45620, 44981, 50358, 48052, 44472, 47288, 48566, 49075, 44220, 48062, 48959, 47358, 50628, 49605, 47687, 48459, 47699, 49748, 48595, 50519, 49240, 48216, 44891, 50658, 50403, 49765, 47846, 45306, 48106, 48766, 47344, 47729, 49658, 44025, 44794, 47483, 47870]",7
Z-Score,Speed_Limit,0,[],7
IQR,Speed_Limit,0,[],7
MAD,Speed_Limit,0,[],7
HBOS,Internet_Connection,198,"[49664, 47624, 45065, 46615, 49687, 49176, 47132, 44070, 47142, 50686, 50740, 48695, 49720, 47679, 45123, 46148, 46662, 49738, 45643, 46158, 49231, 47182, 50774, 46678, 49241, 45148, 48221, 48733, 45151, 46688, 47711, 47712, 47716, 50789, 44647, 46184, 45162, 49771, 45683, 46195, 49781, 46202, 49789, 48766, 44157, 50816, 48254, 48258, 45187, 46728, 47240, 49805, 48781, 45711, 46223, 44178, 45715, 48786, 47765, 46234, 46239, 45217, 48295, 46249, 44714, 44203, 45739, 47789, 48302, 47280, 49846, 44730, 46266, 49857, 44737, 47300, 48836, 47307, 49873, 47825, 48849, 50392, 46810, 50399, 50400, 47331, 47844, 44776, 45803, 46316, 47856, 49398, 49911, 50424, 47865, 50426, 49403, 45820, 47355, 49918, 48384, 45825, 49415, 44295, 48392, 49418, 49419, 48394, 48912, 50450, 48914, 45332, 48915, 44824, 48412, 49440, 47406, 49967, 44849, 48946, 45364, 47925, 47418, 44861, 45885, 50495, 46404, 43850, 50507, 46411, 44365, 50001, 43859, 45395, 45910, 47446, 50012, 43868, 44895, 47972, 45420, 46444, 45052, 50543, 45936, 44405, 45942, 49527, 48505, 47996, 45950, 46463, 50560, 44418, 44424, 47496, 48523, 47500, 44943, 44947, 50070, 44441, 48539, 46493, 45989, 45992, 47017, 48553, 44972, 44976, 45496, 48058, 48060, 45505, 45507, 48581, 43981, 44494, 47566, 49616, 48081, 43986, 49626, 48603, 45022, 49120, 47585, 47590, 45543, 49657, 49650, 48627, 47605, 50166, 49145, 49148, 45565, 45566]",7
kNN,Internet_Connection,204,"[49664, 47624, 45065, 46615, 49687, 49176, 47132, 44070, 47142, 50686, 48178, 50740, 48695, 49720, 47679, 45123, 46148, 46662, 49738, 45643, 46158, 49231, 47182, 50774, 46678, 49241, 45148, 48221, 48733, 45151, 46688, 47711, 47712, 47716, 49765, 50789, 44647, 46184, 45162, 49771, 45683, 46195, 49781, 46202, 49789, 48766, 44157, 50816, 48254, 48258, 45187, 46728, 47240, 49805, 48781, 45711, 46223, 44178, 45715, 48786, 47765, 46234, 46239, 45217, 48295, 46249, 44714, 44203, 45739, 47789, 48302, 48813, 47280, 49846, 44730, 46266, 49857, 44737, 47300, 48836, 47307, 49873, 47825, 48849, 50392, 46810, 48858, 50399, 50400, 47331, 47844, 44776, 45803, 46316, 47856, 49398, 49911, 50424, 47865, 50426, 49403, 45820, 47355, 49918, 48384, 45825, 49415, 44295, 48392, 49418, 49419, 48394, 48912, 50450, 48914, 45332, 48915, 48406, 44824, 48412, 49440, 47406, 49967, 44849, 48946, 45364, 47925, 47418, 44861, 45885, 50495, 46404, 43850, 50507, 46411, 44365, 50001, 43859, 45395, 45910, 47446, 50012, 43868, 44895, 47972, 45420, 46444, 45052, 50543, 45936, 44405, 45942, 49527, 48505, 47996, 45950, 46463, 50560, 44418, 44424, 47496, 48523, 47500, 44943, 44947, 50070, 44441, 48539, 46493, 45989, 45992, 47017, 48553, 44972, 44976, 45496, 48058, 48060, 45505, 45507, 48581, 43981, 44494, 47566, 49616, 48081, 43986, 49626, 48603, 45022, 49120, 47585, 47590, 45543, 49657, 49650, 48627, 49140, 47605, 50166, 49145, 49148, 45565, 45566]",7
IForest,Internet_Connection,204,"[49664, 47624, 45065, 46615, 49687, 49176, 47132, 44070, 47142, 50686, 48178, 50740, 48695, 49720, 47679, 45123, 46148, 46662, 49738, 45643, 46158, 49231, 47182, 50774, 46678, 49241, 45148, 48221, 48733, 45151, 46688, 47711, 47712, 47716, 49765, 50789, 44647, 46184, 45162, 49771, 45683, 46195, 49781, 46202, 49789, 48766, 44157, 50816, 48254, 48258, 45187, 46728, 47240, 49805, 48781, 45711, 46223, 44178, 45715, 48786, 47765, 46234, 46239, 45217, 48295, 46249, 44714, 44203, 45739, 47789, 48302, 48813, 47280, 49846, 44730, 46266, 49857, 44737, 47300, 48836, 47307, 49873, 47825, 48849, 50392, 46810, 48858, 50399, 50400, 47331, 47844, 44776, 45803, 46316, 47856, 49398, 49911, 50424, 47865, 50426, 49403, 45820, 47355, 49918, 48384, 45825, 49415, 44295, 48392, 49418, 49419, 48394, 48912, 50450, 48914, 45332, 48915, 48406, 44824, 48412, 49440, 47406, 49967, 44849, 48946, 45364, 47925, 47418, 44861, 45885, 50495, 46404, 43850, 50507, 46411, 44365, 50001, 43859, 45395, 45910, 47446, 50012, 43868, 44895, 47972, 45420, 46444, 45052, 50543, 45936, 44405, 45942, 49527, 48505, 47996, 45950, 46463, 50560, 44418, 44424, 47496, 48523, 47500, 44943, 44947, 50070, 44441, 48539, 46493, 45989, 45992, 47017, 48553, 44972, 44976, 45496, 48058, 48060, 45505, 45507, 48581, 43981, 44494, 47566, 49616, 48081, 43986, 49626, 48603, 45022, 49120, 47585, 47590, 45543, 49657, 49650, 48627, 49140, 47605, 50166, 49145, 49148, 45565, 45566]",7
LODA,Internet_Connection,198,"[49664, 47624, 45065, 46615, 49687, 49176, 47132, 44070, 47142, 50686, 50740, 48695, 49720, 47679, 45123, 46148, 46662, 49738, 45643, 46158, 49231, 47182, 50774, 46678, 49241, 45148, 48221, 48733, 45151, 46688, 47711, 47712, 47716, 50789, 44647, 46184, 45162, 49771, 45683, 46195, 49781, 46202, 49789, 48766, 44157, 50816, 48254, 48258, 45187, 46728, 47240, 49805, 48781, 45711, 46223, 44178, 45715, 48786, 47765, 46234, 46239, 45217, 48295, 46249, 44714, 44203, 45739, 47789, 48302, 47280, 49846, 44730, 46266, 49857, 44737, 47300, 48836, 47307, 49873, 47825, 48849, 50392, 46810, 50399, 50400, 47331, 47844, 44776, 45803, 46316, 47856, 49398, 49911, 50424, 47865, 50426, 49403, 45820, 47355, 49918, 48384, 45825, 49415, 44295, 48392, 49418, 49419, 48394, 48912, 50450, 48914, 45332, 48915, 44824, 48412, 49440, 47406, 49967, 44849, 48946, 45364, 47925, 47418, 44861, 45885, 50495, 46404, 43850, 50507, 46411, 44365, 50001, 43859, 45395, 45910, 47446, 50012, 43868, 44895, 47972, 45420, 46444, 45052, 50543, 45936, 44405, 45942, 49527, 48505, 47996, 45950, 46463, 50560, 44418, 44424, 47496, 48523, 47500, 44943, 44947, 50070, 44441, 48539, 46493, 45989, 45992, 47017, 48553, 44972, 44976, 45496, 48058, 48060, 45505, 45507, 48581, 43981, 44494, 47566, 49616, 48081, 43986, 49626, 48603, 45022, 49120, 47585, 47590, 45543, 49657, 49650, 48627, 47605, 50166, 49145, 49148, 45565, 45566]",7
OC-SVM,Internet_Connection,204,"[49664, 47624, 45065, 46615, 49687, 49176, 47132, 44070, 47142, 50686, 48178, 50740, 48695, 49720, 47679, 45123, 46148, 46662, 49738, 45643, 46158, 49231, 47182, 50774, 46678, 49241, 45148, 48221, 48733, 45151, 46688, 47711, 47712, 47716, 49765, 50789, 44647, 46184, 45162, 49771, 45683, 46195, 49781, 46202, 49789, 48766, 44157, 50816, 48254, 48258, 45187, 46728, 47240, 49805, 48781, 45711, 46223, 44178, 45715, 48786, 47765, 46234, 46239, 45217, 48295, 46249, 44714, 44203, 45739, 47789, 48302, 48813, 47280, 49846, 44730, 46266, 49857, 44737, 47300, 48836, 47307, 49873, 47825, 48849, 50392, 46810, 48858, 50399, 50400, 47331, 47844, 44776, 45803, 46316, 47856, 49398, 49911, 50424, 47865, 50426, 49403, 45820, 47355, 49918, 48384, 45825, 49415, 44295, 48392, 49418, 49419, 48394, 48912, 50450, 48914, 45332, 48915, 48406, 44824, 48412, 49440, 47406, 49967, 44849, 48946, 45364, 47925, 47418, 44861, 45885, 50495, 46404, 43850, 50507, 46411, 44365, 50001, 43859, 45395, 45910, 47446, 50012, 43868, 44895, 47972, 45420, 46444, 45052, 50543, 45936, 44405, 45942, 49527, 48505, 47996, 45950, 46463, 50560, 44418, 44424, 47496, 48523, 47500, 44943, 44947, 50070, 44441, 48539, 46493, 45989, 45992, 47017, 48553, 44972, 44976, 45496, 48058, 48060, 45505, 45507, 48581, 43981, 44494, 47566, 49616, 48081, 43986, 49626, 48603, 45022, 49120, 47585, 47590, 45543, 49657, 49650, 48627, 49140, 47605, 50166, 49145, 49148, 45565, 45566]",7
Z-Score,Internet_Connection,99,"[49664, 49687, 49176, 47142, 50740, 48695, 47182, 50774, 49241, 45148, 48733, 47711, 46688, 47712, 45151, 47716, 46184, 49771, 46195, 49781, 49789, 44157, 50816, 48258, 45187, 49805, 48781, 45715, 46234, 46239, 45217, 46249, 44203, 45739, 47280, 49846, 44730, 46266, 49857, 44737, 49873, 50392, 47844, 47865, 49403, 45820, 48384, 45825, 44295, 48392, 49418, 45332, 44824, 49440, 44849, 48946, 45364, 47925, 47418, 44861, 45885, 50495, 46404, 43850, 46411, 44365, 50001, 45395, 45910, 50012, 45052, 45936, 45942, 48505, 47996, 45566, 44424, 47500, 44943, 44947, 50070, 44441, 48539, 46493, 45989, 44972, 45496, 45505, 43981, 49616, 45022, 49120, 47585, 45543, 47605, 49145, 49148, 45565, 50686]",7
